ClientDBName,SnapshotDate,ModuleName,SubModuleName,InScopeCount,SubmittedCount,SubmissionRate,SubmissionsDelta
AssentDataSeaBirdElectronics,2025-06-22,EU REACH SVHC,(01/2025),6393,1758,27.5%,7
AssentDataSeaBirdElectronics,2025-06-29,EU REACH SVHC,(01/2025),6393,1870,29.3%,112
AssentDataSeaBirdElectronics,2025-07-06,EU REACH SVHC,(01/2025),6393,1935,30.3%,65
AssentDataSeaBirdElectronics,2025-07-13,EU REACH SVHC,(01/2025),6393,1936,30.3%,1
AssentDataSeaBirdElectronics,2025-07-20,EU REACH SVHC,(01/2025),6393,1957,30.6%,21
AssentDataSeaBirdElectronics,2025-07-27,EU REACH SVHC,(01/2025),46,46,100%,-1911
AssentDataSeaBirdElectronics,2025-08-03,EU REACH SVHC,(01/2025),249,248,99.6%,202
AssentDataSeaBirdElectronics,2025-08-10,EU REACH SVHC,(01/2025),297,295,99.3%,47
AssentDataSeaBirdElectronics,2025-08-17,EU REACH SVHC,(01/2025),299,298,99.7%,3
AssentDataSeaBirdElectronics,2025-08-24,EU REACH SVHC,(01/2025),324,323,99.7%,25
AssentDataSeaBirdElectronics,2025-08-31,EU REACH SVHC,(01/2025),319,317,99.4%,-6
AssentDataSeaBirdElectronics,2025-09-07,EU REACH SVHC,(01/2025),319,316,99.1%,-1
AssentDataSeaBirdElectronics,2025-09-14,EU REACH SVHC,(01/2025),327,324,99.1%,8
AssentDataSeaBirdElectronics,2025-09-21,EU REACH SVHC,(01/2025),327,323,98.8%,-1
AssentDataSeaBirdElectronics,2025-09-28,EU REACH SVHC,(01/2025),332,328,98.8%,5
AssentDataSeaBirdElectronics,2025-10-05,EU REACH SVHC,(01/2025),333,329,98.8%,1
AssentDataSeaBirdElectronics,2025-10-12,EU REACH SVHC,(01/2025),355,351,98.9%,22
AssentDataSeaBirdElectronics,2025-10-19,EU REACH SVHC,(01/2025),435,433,99.5%,82
AssentDataSeaBirdElectronics,2025-10-26,EU REACH SVHC,(01/2025),430,428,99.5%,-5
AssentDataSeaBirdElectronics,2025-11-02,EU REACH SVHC,(01/2025),429,425,99.1%,-3
AssentDataSeaBirdElectronics,2025-11-09,EU REACH SVHC,(01/2025),313,310,99%,-115
AssentDataSeaBirdElectronics,2025-11-16,EU REACH SVHC,(01/2025),327,324,99.1%,14
AssentDataSeaBirdElectronics,2025-11-23,EU REACH SVHC,(01/2025),237,233,98.3%,-91
AssentDataSeaBirdElectronics,2025-11-30,EU REACH SVHC,(01/2025),208,204,98.1%,-29
AssentDataSeaBirdElectronics,2025-12-07,EU REACH SVHC,(01/2025),191,188,98.4%,-16
AssentDataSeaBirdElectronics,2025-12-14,EU REACH SVHC,(01/2025),190,189,99.5%,1
AssentDataSeaBirdElectronics,2025-12-21,EU REACH SVHC,(01/2025),181,180,99.4%,-9
AssentDataSeaBirdElectronics,2025-12-28,EU REACH SVHC,(01/2025),189,188,99.5%,8
AssentDataSeaBirdElectronics,2026-01-04,EU REACH SVHC,(01/2025),187,186,99.5%,-2
AssentDataSeaBirdElectronics,2025-07-27,EU REACH SVHC,(06/2025),6347,75,1.2%,NULL
AssentDataSeaBirdElectronics,2025-08-03,EU REACH SVHC,(06/2025),6144,137,2.2%,62
AssentDataSeaBirdElectronics,2025-08-10,EU REACH SVHC,(06/2025),6096,169,2.8%,32
AssentDataSeaBirdElectronics,2025-08-17,EU REACH SVHC,(06/2025),6094,213,3.5%,44
AssentDataSeaBirdElectronics,2025-08-24,EU REACH SVHC,(06/2025),6069,220,3.6%,7
AssentDataSeaBirdElectronics,2025-08-31,EU REACH SVHC,(06/2025),6074,813,13.4%,593
AssentDataSeaBirdElectronics,2025-09-07,EU REACH SVHC,(06/2025),6074,846,13.9%,33
AssentDataSeaBirdElectronics,2025-09-14,EU REACH SVHC,(06/2025),6066,893,14.7%,47
AssentDataSeaBirdElectronics,2025-09-21,EU REACH SVHC,(06/2025),6066,976,16.1%,83
AssentDataSeaBirdElectronics,2025-09-28,EU REACH SVHC,(06/2025),6061,1039,17.1%,63
AssentDataSeaBirdElectronics,2025-10-05,EU REACH SVHC,(06/2025),6060,1045,17.2%,6
AssentDataSeaBirdElectronics,2025-10-12,EU REACH SVHC,(06/2025),6038,1093,18.1%,48
AssentDataSeaBirdElectronics,2025-10-19,EU REACH SVHC,(06/2025),5958,1573,26.4%,480
AssentDataSeaBirdElectronics,2025-10-26,EU REACH SVHC,(06/2025),5963,1572,26.4%,-1
AssentDataSeaBirdElectronics,2025-11-02,EU REACH SVHC,(06/2025),5964,1726,28.9%,154
AssentDataSeaBirdElectronics,2025-11-09,EU REACH SVHC,(06/2025),6080,1878,30.9%,152
AssentDataSeaBirdElectronics,2025-11-16,EU REACH SVHC,(06/2025),6066,1879,31%,1
AssentDataSeaBirdElectronics,2025-11-23,EU REACH SVHC,(06/2025),6156,2000,32.5%,121
AssentDataSeaBirdElectronics,2025-11-30,EU REACH SVHC,(06/2025),6185,2056,33.2%,56
AssentDataSeaBirdElectronics,2025-12-07,EU REACH SVHC,(06/2025),6202,2087,33.7%,31
AssentDataSeaBirdElectronics,2025-12-14,EU REACH SVHC,(06/2025),6203,2274,36.7%,187
AssentDataSeaBirdElectronics,2025-12-21,EU REACH SVHC,(06/2025),6212,2403,38.7%,129
AssentDataSeaBirdElectronics,2025-12-28,EU REACH SVHC,(06/2025),6204,2468,39.8%,65
AssentDataSeaBirdElectronics,2026-01-04,EU REACH SVHC,(06/2025),6206,2514,40.5%,46
AssentDataTraeger,2025-02-09,EU REACH SVHC,(01/2025),6,0,0%,NULL
AssentDataTraeger,2025-02-16,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-02-23,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-03-02,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-03-09,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-03-16,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-03-23,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-03-30,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-04-06,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-04-13,EU REACH SVHC,(01/2025),6,0,0%,0
AssentDataTraeger,2025-04-20,EU REACH SVHC,(01/2025),44,0,0%,0
AssentDataTraeger,2025-04-27,EU REACH SVHC,(01/2025),44,0,0%,0
AssentDataTraeger,2025-05-04,EU REACH SVHC,(01/2025),44,0,0%,0
AssentDataTraeger,2025-05-11,EU REACH SVHC,(01/2025),44,0,0%,0
AssentDataTraeger,2025-05-18,EU REACH SVHC,(01/2025),44,0,0%,0
AssentDataTraeger,2025-05-25,EU REACH SVHC,(01/2025),44,7,15.9%,7
AssentDataTraeger,2025-06-01,EU REACH SVHC,(01/2025),44,7,15.9%,0
AssentDataTraeger,2025-06-08,EU REACH SVHC,(01/2025),80,13,16.3%,6
AssentDataTraeger,2025-06-15,EU REACH SVHC,(01/2025),80,13,16.3%,0
AssentDataTraeger,2025-06-22,EU REACH SVHC,(01/2025),80,26,32.5%,13
AssentDataTraeger,2025-06-29,EU REACH SVHC,(01/2025),80,42,52.5%,16
AssentDataTraeger,2025-07-06,EU REACH SVHC,(01/2025),80,42,52.5%,0
AssentDataTraeger,2025-07-13,EU REACH SVHC,(01/2025),80,53,66.3%,11
AssentDataTraeger,2025-07-20,EU REACH SVHC,(01/2025),80,53,66.3%,0
AssentDataTraeger,2025-07-27,EU REACH SVHC,(01/2025),84,65,77.4%,12
AssentDataTraeger,2025-08-03,EU REACH SVHC,(01/2025),84,65,77.4%,0
AssentDataTraeger,2025-08-10,EU REACH SVHC,(01/2025),84,66,78.6%,1
AssentDataTraeger,2025-08-17,EU REACH SVHC,(01/2025),84,68,81%,2
AssentDataTraeger,2025-08-24,EU REACH SVHC,(01/2025),84,68,81%,0
AssentDataTraeger,2025-08-31,EU REACH SVHC,(01/2025),84,71,84.5%,3
AssentDataTraeger,2025-09-07,EU REACH SVHC,(01/2025),84,72,85.7%,1
AssentDataTraeger,2025-09-14,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-09-21,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-09-28,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-10-05,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-10-12,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-10-19,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-10-26,EU REACH SVHC,(01/2025),84,72,85.7%,0
AssentDataTraeger,2025-11-02,EU REACH SVHC,(01/2025),84,82,97.6%,10
AssentDataTraeger,2025-11-09,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-11-16,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-11-23,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-11-30,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-12-07,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-12-14,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-12-21,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2025-12-28,EU REACH SVHC,(01/2025),84,82,97.6%,0
AssentDataTraeger,2026-01-04,EU REACH SVHC,(01/2025),84,82,97.6%,0
